,TF,Target,Label
0,2,747,1
1,9,932,1
2,9,1148,1
3,9,472,1
4,9,1016,1
5,15,747,1
6,15,866,1
7,15,922,1
8,15,620,1
9,20,610,1
10,31,610,1
11,31,723,1
12,36,1026,1
13,36,644,1
14,36,770,1
15,43,838,1
16,43,1014,1
17,43,493,1
18,43,1016,1
19,43,659,1
20,43,341,1
21,44,341,1
22,47,15,1
23,47,610,1
24,48,672,1
25,48,308,1
26,48,798,1
27,48,1127,1
28,48,599,1
29,48,886,1
30,48,1196,1
31,48,761,1
32,48,904,1
33,48,704,1
34,48,1109,1
35,48,614,1
36,48,1257,1
37,48,80,1
38,48,645,1
39,48,405,1
40,48,661,1
41,48,992,1
42,48,876,1
43,48,747,1
44,48,1215,1
45,48,1260,1
46,48,487,1
47,48,1138,1
48,52,826,1
49,52,86,1
50,52,375,1
51,53,1005,1
52,53,1099,1
53,57,863,1
54,57,1014,1
55,57,495,1
56,57,375,1
57,57,596,1
58,57,1390,1
59,57,427,1
60,57,1038,1
61,57,101,1
62,57,887,1
63,60,819,1
64,60,610,1
65,60,1138,1
66,60,1411,1
67,60,473,1
68,61,1016,1
69,61,1045,1
70,61,669,1
71,61,233,1
72,61,838,1
73,61,306,1
74,61,718,1
75,61,599,1
76,61,1177,1
77,61,1418,1
78,61,97,1
79,61,552,1
80,61,1249,1
81,61,1207,1
82,61,390,1
83,61,1062,1
84,61,1078,1
85,61,902,1
86,61,491,1
87,61,587,1
88,61,1228,1
89,61,1210,1
90,61,992,1
91,61,1215,1
92,61,1326,1
93,61,954,1
94,61,1402,1
95,61,1243,1
96,65,1363,1
97,65,1148,1
98,75,747,1
99,75,1092,1
100,75,664,1
101,75,904,1
102,80,1088,1
103,80,880,1
104,80,1313,1
105,80,1145,1
106,80,386,1
107,80,610,1
108,80,649,1
109,80,55,1
110,80,985,1
111,80,504,1
112,80,882,1
113,80,1202,1
114,80,1371,1
115,80,711,1
116,80,580,1
117,81,427,1
118,81,940,1
119,81,1218,1
120,81,806,1
121,86,501,1
122,86,242,1
123,88,1014,1
124,88,383,1
125,88,983,1
126,89,1148,1
127,89,1184,1
128,93,1005,1
129,97,1402,1
130,97,351,1
131,97,1124,1
132,97,997,1
133,97,516,1
134,98,1288,1
135,110,1004,1
136,110,417,1
137,110,693,1
138,110,495,1
139,110,1127,1
140,110,731,1
141,110,975,1
142,110,1213,1
143,110,1007,1
144,110,1106,1
145,110,976,1
146,110,902,1
147,110,285,1
148,110,1016,1
149,110,764,1
150,110,442,1
151,110,1440,1
152,110,1159,1
153,110,810,1
154,110,1286,1
155,110,1191,1
156,110,1247,1
157,110,733,1
158,110,80,1
159,110,158,1
160,110,424,1
161,112,1235,1
162,112,900,1
163,113,1369,1
164,113,796,1
165,113,976,1
166,113,177,1
167,113,344,1
168,121,610,1
169,125,415,1
170,125,1221,1
171,125,318,1
172,125,732,1
173,125,1262,1
174,125,963,1
175,125,724,1
176,129,1196,1
177,129,617,1
178,132,255,1
179,132,1090,1
180,140,283,1
181,140,1045,1
182,140,1250,1
183,140,78,1
184,140,948,1
185,140,1207,1
186,140,731,1
187,140,358,1
188,140,411,1
189,140,2,1
190,140,142,1
191,140,195,1
192,140,1112,1
193,140,440,1
194,140,1237,1
195,140,1221,1
196,140,167,1
197,140,126,1
198,140,88,1
199,140,496,1
200,140,817,1
201,140,1175,1
202,140,838,1
203,140,415,1
204,140,678,1
205,140,767,1
206,140,901,1
207,140,1362,1
208,140,150,1
209,140,181,1
210,140,1270,1
211,140,786,1
212,140,1418,1
213,140,1127,1
214,140,481,1
215,140,237,1
216,140,501,1
217,140,724,1
218,140,5,1
219,140,626,1
220,140,1016,1
221,140,1238,1
222,140,262,1
223,140,992,1
224,140,1266,1
225,147,550,1
226,149,747,1
227,150,1114,1
228,158,1133,1
229,158,205,1
230,158,610,1
231,158,1261,1
232,174,747,1
233,174,732,1
234,176,427,1
235,180,4,1
236,187,599,1
237,194,383,1
238,194,603,1
239,194,444,1
240,194,1148,1
241,197,283,1
242,200,510,1
243,200,763,1
244,202,796,1
245,202,940,1
246,204,351,1
247,204,610,1
248,204,1148,1
249,204,181,1
250,205,387,1
251,205,486,1
252,205,424,1
253,205,1127,1
254,205,311,1
255,205,1183,1
256,205,341,1
257,205,1040,1
258,205,1350,1
259,205,1151,1
260,205,1114,1
261,205,819,1
262,205,344,1
263,205,1053,1
264,205,462,1
265,205,1001,1
266,205,1059,1
267,205,1168,1
268,205,1327,1
269,205,405,1
270,205,1358,1
271,205,649,1
272,205,322,1
273,205,643,1
274,205,1191,1
275,205,963,1
276,205,996,1
277,205,1082,1
278,205,409,1
279,205,346,1
280,205,856,1
281,205,1391,1
282,205,998,1
283,205,855,1
284,205,896,1
285,205,11,1
286,205,840,1
287,205,383,1
288,205,347,1
289,205,745,1
290,205,63,1
291,205,583,1
292,205,870,1
293,205,324,1
294,205,615,1
295,205,969,1
296,205,1316,1
297,205,258,1
298,205,558,1
299,205,232,1
300,205,693,1
301,205,150,1
302,205,540,1
303,205,552,1
304,205,609,1
305,205,1260,1
306,205,215,1
307,205,133,1
308,205,826,1
309,205,779,1
310,205,1016,1
311,205,417,1
312,205,754,1
313,205,235,1
314,205,378,1
315,205,209,1
316,205,303,1
317,205,1145,1
318,205,992,1
319,205,784,1
320,205,1143,1
321,205,1399,1
322,205,43,1
323,205,795,1
324,205,747,1
325,205,1163,1
326,205,689,1
327,205,575,1
328,205,210,1
329,205,274,1
330,205,1426,1
331,205,725,1
332,205,1107,1
333,209,1127,1
334,212,800,1
335,212,1365,1
336,226,1344,1
337,234,604,1
338,235,158,1
339,235,1215,1
340,239,723,1
341,239,691,1
342,239,948,1
343,239,1228,1
344,239,1401,1
345,242,376,1
346,242,853,1
347,242,975,1
348,242,782,1
349,242,930,1
350,242,1262,1
351,242,351,1
352,242,764,1
353,242,957,1
354,242,826,1
355,242,639,1
356,242,1223,1
357,242,86,1
358,242,581,1
359,242,655,1
360,242,552,1
361,242,526,1
362,242,491,1
363,242,41,1
364,242,763,1
365,242,229,1
366,242,876,1
367,242,235,1
368,242,1025,1
369,242,481,1
370,242,1316,1
371,242,1058,1
372,242,1260,1
373,242,427,1
374,242,411,1
375,242,524,1
376,242,606,1
377,242,569,1
378,242,508,1
379,244,568,1
380,255,351,1
381,257,1045,1
382,257,1230,1
383,257,1107,1
384,257,424,1
385,257,1418,1
386,257,577,1
387,257,887,1
388,257,392,1
389,257,210,1
390,257,487,1
391,257,757,1
392,257,950,1
393,257,301,1
394,257,1168,1
395,257,599,1
396,257,1363,1
397,257,1282,1
398,257,992,1
399,257,1340,1
400,257,1249,1
401,257,378,1
402,257,84,1
403,257,734,1
404,257,334,1
405,257,159,1
406,257,826,1
407,257,358,1
408,257,838,1
409,257,1420,1
410,257,31,1
411,257,112,1
412,257,1036,1
413,257,442,1
414,257,92,1
415,257,552,1
416,257,1137,1
417,257,691,1
418,257,617,1
419,257,714,1
420,257,154,1
421,257,1210,1
422,257,610,1
423,257,976,1
424,257,390,1
425,257,587,1
426,257,1322,1
427,257,491,1
428,257,158,1
429,257,627,1
430,257,349,1
431,257,1286,1
432,257,1057,1
433,257,501,1
434,257,153,1
435,257,754,1
436,257,1364,1
437,257,1207,1
438,257,539,1
439,257,625,1
440,257,863,1
441,257,68,1
442,257,661,1
443,257,1289,1
444,257,1196,1
445,257,1234,1
446,257,273,1
447,257,233,1
448,257,1058,1
449,259,1130,1
450,259,1438,1
451,264,944,1
452,268,1364,1
453,268,427,1
454,268,1148,1
455,271,351,1
456,274,427,1
457,283,197,1
458,285,454,1
459,285,341,1
460,285,826,1
461,285,886,1
462,285,1228,1
463,285,992,1
464,285,110,1
465,294,351,1
466,294,975,1
467,294,4,1
468,294,819,1
469,296,1122,1
470,313,505,1
471,313,1223,1
