,TF,Target,Label
0,0,36,1
1,5,1027,1
2,5,1215,1
3,5,740,1
4,5,1245,1
5,5,357,1
6,5,1364,1
7,5,346,1
8,5,826,1
9,5,284,1
10,5,874,1
11,5,66,1
12,5,86,1
13,5,195,1
14,5,1189,1
15,5,853,1
16,5,277,1
17,7,93,1
18,16,1119,1
19,18,620,1
20,20,1007,1
21,30,228,1
22,30,34,1
23,30,1243,1
24,30,205,1
25,30,1374,1
26,30,289,1
27,30,539,1
28,30,176,1
29,30,249,1
30,30,726,1
31,30,384,1
32,30,193,1
33,30,1343,1
34,32,765,1
35,32,948,1
36,32,30,1
37,32,228,1
38,32,862,1
39,32,829,1
40,32,600,1
41,32,1302,1
42,32,1012,1
43,32,251,1
44,32,892,1
45,32,942,1
46,32,666,1
47,32,1344,1
48,32,409,1
49,32,612,1
50,32,271,1
51,32,1243,1
52,32,1341,1
53,32,739,1
54,32,1374,1
55,33,1306,1
56,33,675,1
57,33,1332,1
58,33,108,1
59,33,1099,1
60,33,1245,1
61,33,874,1
62,33,454,1
63,33,206,1
64,33,1303,1
65,33,1027,1
66,33,710,1
67,33,393,1
68,33,931,1
69,33,487,1
70,33,34,1
71,34,30,1
72,34,931,1
73,34,1303,1
74,34,1180,1
75,34,892,1
76,34,1222,1
77,34,305,1
78,34,660,1
79,34,75,1
80,34,759,1
81,34,572,1
82,34,726,1
83,34,765,1
84,34,33,1
85,34,202,1
86,34,942,1
87,34,397,1
88,34,1249,1
89,34,539,1
90,34,1216,1
91,34,1343,1
92,34,558,1
93,34,108,1
94,36,612,1
95,36,17,1
96,36,217,1
97,36,397,1
98,36,32,1
99,36,509,1
100,36,367,1
101,36,0,1
102,36,28,1
103,36,1227,1
104,36,1243,1
105,36,1249,1
106,36,311,1
107,36,823,1
108,36,807,1
109,36,1202,1
110,44,34,1
111,44,340,1
112,44,539,1
113,44,154,1
114,44,202,1
115,44,183,1
116,44,254,1
117,46,1254,1
118,46,848,1
119,46,1000,1
120,46,314,1
121,46,360,1
122,46,835,1
123,49,1027,1
124,49,423,1
125,49,1169,1
126,49,1023,1
127,49,1155,1
128,49,56,1
129,49,517,1
130,49,874,1
131,49,14,1
132,49,995,1
133,49,475,1
134,49,675,1
135,49,1189,1
136,49,65,1
137,55,769,1
138,55,79,1
139,55,657,1
140,55,1057,1
141,56,1245,1
142,56,454,1
143,56,1189,1
144,56,675,1
145,56,65,1
146,56,47,1
147,56,1169,1
148,56,1027,1
149,56,1364,1
150,59,1215,1
151,59,1139,1
152,59,1140,1
153,59,500,1
154,59,381,1
155,59,740,1
156,59,736,1
157,59,1178,1
158,66,197,1
159,66,27,1
160,66,460,1
161,66,1033,1
162,66,1178,1
163,66,1027,1
164,66,86,1
165,66,381,1
166,66,646,1
167,66,586,1
168,66,826,1
169,66,1004,1
170,66,1245,1
171,66,740,1
172,66,1364,1
173,66,59,1
174,71,85,1
175,72,1099,1
176,72,87,1
177,72,413,1
178,72,558,1
179,72,367,1
180,72,980,1
181,72,347,1
182,72,143,1
183,72,1125,1
184,72,240,1
185,72,1119,1
186,72,477,1
187,72,610,1
188,72,1357,1
189,72,17,1
190,72,111,1
191,72,223,1
192,72,257,1
193,73,606,1
194,74,932,1
195,74,879,1
196,74,340,1
197,74,356,1
198,74,673,1
199,74,209,1
200,74,116,1
201,76,392,1
202,76,643,1
203,79,1032,1
204,79,657,1
205,79,769,1
206,79,1057,1
207,85,71,1
208,85,918,1
209,85,507,1
210,86,740,1
211,86,197,1
212,86,1004,1
213,86,66,1
214,86,59,1
215,86,110,1
216,86,1149,1
217,89,932,1
218,89,606,1
219,108,1194,1
220,108,931,1
221,108,588,1
222,108,879,1
223,108,34,1
224,108,612,1
225,108,487,1
226,108,609,1
227,108,1303,1
228,108,1231,1
229,108,74,1
230,108,131,1
231,108,704,1
232,108,1126,1
233,108,1374,1
234,108,1261,1
235,108,340,1
236,108,221,1
237,108,305,1
238,108,1249,1
239,108,860,1
240,116,340,1
241,116,74,1
242,116,686,1
243,116,356,1
244,122,516,1
245,122,32,1
246,130,1222,1
247,130,1149,1
248,130,1258,1
249,130,460,1
250,130,215,1
251,130,1318,1
252,130,113,1
253,130,1364,1
254,130,284,1
255,130,853,1
256,130,878,1
257,130,1027,1
258,130,5,1
259,130,1189,1
260,130,94,1
261,130,145,1
262,130,646,1
263,130,277,1
264,130,1245,1
265,130,725,1
266,135,185,1
267,135,26,1
268,135,261,1
269,135,147,1
270,135,1268,1
271,135,1296,1
272,135,584,1
273,135,390,1
274,135,1381,1
275,135,784,1
276,135,1186,1
277,135,572,1
278,141,946,1
279,141,305,1
280,141,606,1
281,141,558,1
282,141,612,1
283,141,367,1
284,143,1125,1
285,143,946,1
286,145,284,1
287,145,130,1
288,145,878,1
289,145,603,1
290,149,694,1
291,149,393,1
292,152,612,1
293,152,657,1
294,152,1399,1
295,152,1052,1
296,152,1306,1
297,152,525,1
298,152,602,1
299,152,1349,1
300,156,1344,1
301,156,1238,1
302,156,1189,1
303,156,874,1
304,156,868,1
305,156,786,1
306,156,1364,1
307,156,748,1
308,156,707,1
309,156,675,1
310,160,391,1
311,160,1274,1
312,160,754,1
313,167,456,1
314,167,410,1
315,167,505,1
316,167,891,1
317,167,612,1
318,167,538,1
319,167,1367,1
320,167,976,1
321,167,1139,1
322,167,477,1
323,167,602,1
324,174,1250,1
325,176,30,1
326,178,1317,1
327,178,198,1
328,178,47,1
329,178,330,1
330,178,1248,1
331,178,342,1
332,178,947,1
333,178,158,1
334,178,50,1
335,178,521,1
336,178,319,1
337,178,223,1
338,178,292,1
339,178,1340,1
340,178,188,1
341,178,810,1
342,178,298,1
343,178,240,1
344,178,1311,1
345,178,745,1
346,178,985,1
347,178,980,1
348,178,257,1
349,178,173,1
350,183,660,1
351,183,340,1
352,183,30,1
353,183,726,1
354,183,1343,1
355,183,539,1
356,183,383,1
357,183,202,1
358,188,292,1
359,188,164,1
360,188,1023,1
361,188,342,1
362,188,1277,1
363,188,198,1
364,188,240,1
365,188,317,1
366,188,365,1
367,188,173,1
368,188,1268,1
369,188,881,1
370,188,1219,1
371,188,1340,1
372,188,298,1
373,188,330,1
374,188,802,1
375,188,328,1
376,188,985,1
377,188,223,1
378,188,538,1
379,188,953,1
380,188,1169,1
381,188,11,1
382,188,1325,1
383,188,1367,1
384,188,859,1
385,188,1144,1
386,188,1317,1
387,188,1053,1
388,188,670,1
389,193,505,1
390,193,1344,1
391,193,1343,1
392,193,476,1
393,195,284,1
394,195,381,1
395,195,1027,1
396,195,1189,1
397,195,346,1
398,195,1364,1
399,195,853,1
400,195,586,1
401,195,454,1
402,195,826,1
403,195,66,1
404,195,1245,1
405,197,736,1
406,197,826,1
407,197,1139,1
408,197,675,1
409,197,1245,1
410,197,586,1
411,197,1004,1
412,197,94,1
413,197,1318,1
414,197,215,1
415,197,1222,1
416,197,1364,1
417,197,1149,1
418,197,1258,1
419,197,5,1
420,197,725,1
421,197,86,1
422,197,68,1
423,197,195,1
424,197,1140,1
425,197,454,1
426,197,59,1
427,197,113,1
428,202,609,1
429,202,1131,1
430,202,44,1
431,202,1378,1
432,202,34,1
433,202,566,1
434,202,539,1
435,202,254,1
436,202,776,1
437,202,95,1
438,202,1343,1
439,202,660,1
440,209,659,1
441,209,1353,1
442,209,108,1
443,209,609,1
444,209,1243,1
445,211,693,1
446,211,311,1
447,216,1112,1
448,216,1398,1
449,216,928,1
450,217,538,1
451,217,1367,1
452,217,517,1
453,217,891,1
454,217,602,1
455,217,1202,1
456,217,976,1
457,217,1169,1
458,217,691,1
459,217,806,1
460,217,1331,1
