,TF,Target,Label
0,8,371,1
1,39,454,1
2,97,147,1
3,97,655,1
4,97,590,1
5,109,442,1
6,109,340,1
7,122,583,1
8,122,40,1
9,148,655,1
10,148,150,1
11,148,384,1
12,150,148,1
13,193,325,1
14,193,246,1
15,208,649,1
16,208,406,1
17,229,546,1
18,229,189,1
19,229,340,1
20,229,133,1
21,229,400,1
22,229,580,1
23,229,550,1
24,331,435,1
25,331,691,1
26,368,550,1
27,368,519,1
28,368,229,1
29,368,571,1
30,368,499,1
31,368,546,1
32,368,463,1
33,384,331,1
34,384,477,1
35,384,462,1
36,384,517,1
37,400,332,1
38,400,550,1
39,400,546,1
40,400,340,1
41,400,463,1
42,400,133,1
43,400,499,1
44,435,632,1
45,435,549,1
46,435,147,1
47,435,655,1
48,436,560,1
49,436,25,1
50,442,40,1
51,462,384,1
52,494,580,1
53,494,333,1
54,560,203,1
55,560,245,1
56,560,436,1
57,560,607,1
58,560,690,1
59,560,297,1
60,560,148,1
61,560,407,1
62,560,488,1
63,560,195,1
64,583,649,1
65,583,208,1
66,590,97,1
67,632,435,1
68,649,150,1
69,649,40,1
70,649,583,1
71,649,208,1
72,655,97,1
73,655,148,1
74,655,517,1
75,655,134,1
76,687,375,1
77,690,436,1
78,690,607,1
79,691,655,1
80,691,147,1
81,691,494,1
82,691,580,1
83,8,273,0
84,39,543,0
85,97,432,0
86,97,570,0
87,97,425,0
88,109,332,0
89,109,265,0
90,122,455,0
91,122,369,0
92,148,495,0
93,148,82,0
94,148,7,0
95,150,547,0
96,193,432,0
97,193,495,0
98,208,445,0
99,208,681,0
100,229,65,0
101,229,326,0
102,229,146,0
103,229,473,0
104,229,496,0
105,229,589,0
106,229,6,0
107,331,313,0
108,331,269,0
109,368,166,0
110,368,155,0
111,368,6,0
112,368,387,0
113,368,359,0
114,368,567,0
115,368,326,0
116,384,418,0
117,384,86,0
118,384,652,0
119,384,111,0
120,400,500,0
121,400,3,0
122,400,435,0
123,400,46,0
124,400,474,0
125,400,562,0
126,400,263,0
127,435,343,0
128,435,80,0
129,435,63,0
130,435,253,0
131,436,145,0
132,436,442,0
133,442,361,0
134,462,598,0
135,494,413,0
136,494,624,0
137,560,405,0
138,560,466,0
139,560,431,0
140,560,359,0
141,560,174,0
142,560,95,0
143,560,124,0
144,560,266,0
145,560,172,0
146,560,390,0
147,583,396,0
148,583,398,0
149,590,305,0
150,632,413,0
151,649,144,0
152,649,535,0
153,649,298,0
154,649,38,0
155,655,578,0
156,655,133,0
157,655,284,0
158,655,617,0
159,687,118,0
160,690,37,0
161,690,87,0
162,691,55,0
163,691,166,0
164,691,649,0
165,691,260,0
