,TF,Target,Label
0,31,489,1
1,31,452,1
2,31,566,1
3,31,244,1
4,31,485,1
5,31,445,1
6,51,116,1
7,58,382,1
8,58,272,1
9,58,472,1
10,58,171,1
11,58,592,1
12,58,190,1
13,58,440,1
14,58,10,1
15,58,606,1
16,58,542,1
17,58,200,1
18,58,204,1
19,58,220,1
20,74,641,1
21,74,144,1
22,74,105,1
23,74,36,1
24,74,17,1
25,74,617,1
26,74,540,1
27,91,472,1
28,116,3,1
29,116,604,1
30,116,238,1
31,116,672,1
32,116,327,1
33,116,658,1
34,116,22,1
35,116,690,1
36,116,299,1
37,116,204,1
38,123,407,1
39,123,414,1
40,171,382,1
41,194,64,1
42,194,507,1
43,194,63,1
44,194,690,1
45,194,30,1
46,194,570,1
47,222,400,1
48,236,243,1
49,236,328,1
50,238,540,1
51,238,74,1
52,243,653,1
53,243,482,1
54,244,629,1
55,244,520,1
56,244,340,1
57,244,445,1
58,244,452,1
59,244,566,1
60,245,459,1
61,245,128,1
62,245,573,1
63,245,222,1
64,245,524,1
65,345,171,1
66,382,325,1
67,382,616,1
68,382,403,1
69,382,272,1
70,382,604,1
71,409,291,1
72,409,428,1
73,409,335,1
74,409,58,1
75,409,555,1
76,409,621,1
77,409,223,1
78,409,569,1
79,409,643,1
80,409,478,1
81,409,131,1
82,409,422,1
83,409,565,1
84,409,602,1
85,431,58,1
86,442,639,1
87,442,540,1
88,442,542,1
89,516,445,1
90,516,485,1
91,516,520,1
92,516,566,1
93,516,489,1
94,517,654,1
95,518,280,1
96,518,286,1
97,524,245,1
98,524,9,1
99,540,434,1
100,540,472,1
101,540,648,1
102,540,272,1
103,540,236,1
104,541,127,1
105,583,171,1
106,594,679,1
107,594,396,1
108,604,17,1
109,604,541,1
110,604,199,1
111,604,378,1
112,604,183,1
113,604,77,1
114,604,416,1
115,604,527,1
116,604,152,1
117,604,653,1
118,604,629,1
119,604,247,1
120,604,393,1
121,604,204,1
122,604,365,1
123,604,296,1
124,604,102,1
125,604,532,1
126,604,504,1
127,604,65,1
128,604,436,1
129,604,13,1
130,604,185,1
131,604,268,1
132,606,400,1
133,639,49,1
134,639,442,1
135,653,238,1
136,653,243,1
137,654,168,1
138,654,138,1
139,654,9,1
140,654,573,1
141,654,222,1
142,654,459,1
143,654,296,1
144,654,594,1
145,671,300,1
146,671,122,1
147,671,541,1
148,671,3,1
149,671,481,1
150,671,13,1
151,671,373,1
152,671,596,1
153,671,185,1
154,671,183,1
155,671,38,1
156,671,685,1
157,671,486,1
158,671,513,1
159,671,65,1
160,671,70,1
161,671,416,1
162,671,72,1
163,671,462,1
164,671,656,1
165,671,485,1
166,671,432,1
167,671,470,1
168,671,268,1
169,671,566,1
170,31,614,0
171,31,650,0
172,31,421,0
173,31,90,0
174,31,381,0
175,31,237,0
176,51,375,0
177,58,649,0
178,58,76,0
179,58,349,0
180,58,106,0
181,58,232,0
182,58,231,0
183,58,85,0
184,58,289,0
185,58,50,0
186,58,43,0
187,58,235,0
188,58,441,0
189,58,593,0
190,74,466,0
191,74,31,0
192,74,103,0
193,74,664,0
194,74,677,0
195,74,556,0
196,74,506,0
197,91,154,0
198,116,546,0
199,116,358,0
200,116,601,0
201,116,677,0
202,116,379,0
203,116,432,0
204,116,248,0
205,116,77,0
206,116,374,0
207,116,353,0
208,123,277,0
209,123,245,0
210,171,432,0
211,194,681,0
212,194,360,0
213,194,399,0
214,194,98,0
215,194,248,0
216,194,196,0
217,222,87,0
218,236,410,0
219,236,471,0
220,238,8,0
221,238,680,0
222,243,15,0
223,243,129,0
224,244,688,0
225,244,304,0
226,244,159,0
227,244,215,0
228,244,347,0
229,244,483,0
230,245,0,0
231,245,327,0
232,245,6,0
233,245,300,0
234,245,28,0
235,345,35,0
236,382,440,0
237,382,103,0
238,382,250,0
239,382,295,0
240,382,351,0
241,409,626,0
242,409,311,0
243,409,493,0
244,409,180,0
245,409,450,0
246,409,255,0
247,409,458,0
248,409,363,0
249,409,639,0
250,409,391,0
251,409,430,0
252,409,374,0
253,409,684,0
254,409,15,0
255,431,248,0
256,442,607,0
257,442,233,0
258,442,462,0
259,516,523,0
260,516,218,0
261,516,70,0
262,516,525,0
263,516,569,0
264,517,126,0
265,518,465,0
266,518,58,0
267,524,365,0
268,524,480,0
269,540,667,0
270,540,666,0
271,540,227,0
272,540,136,0
273,540,184,0
274,541,366,0
275,583,57,0
276,594,45,0
277,594,517,0
278,604,562,0
279,604,15,0
280,604,450,0
281,604,570,0
282,604,476,0
283,604,208,0
284,604,94,0
285,604,294,0
286,604,260,0
287,604,107,0
288,604,659,0
289,604,341,0
290,604,462,0
291,604,20,0
292,604,156,0
293,604,345,0
294,604,229,0
295,604,429,0
296,604,406,0
297,604,31,0
298,604,491,0
299,604,118,0
300,604,552,0
301,604,681,0
302,606,95,0
303,639,18,0
304,639,411,0
305,653,230,0
306,653,384,0
307,654,611,0
308,654,24,0
309,654,480,0
310,654,471,0
311,654,26,0
312,654,317,0
313,654,400,0
314,654,365,0
315,671,632,0
316,671,555,0
317,671,126,0
318,671,71,0
319,671,675,0
320,671,308,0
321,671,472,0
322,671,85,0
323,671,17,0
324,671,578,0
325,671,78,0
326,671,39,0
327,671,390,0
328,671,277,0
329,671,359,0
330,671,209,0
331,671,147,0
332,671,169,0
333,671,244,0
334,671,552,0
335,671,132,0
336,671,641,0
337,671,133,0
338,671,212,0
339,671,84,0
